ArticleId,content,category,clean_content
728,anti-spam laws bite spammer hard the net s self-declared spam king is seeking bankruptcy protection.  scott richter  the man behind optinrealbig.com and billions of junk mail messages  said lawsuits had forced the company into chapter 11. optinrealbig was fighting several legal battles  most notably against microsoft  which is pushing for millions of dollars in damages. the company said filing for chapter 11 would help it try to resolve its legal problems but still keep trading.  listed as the third biggest spammer in the world by junk mail watchdog spamhaus  optinrealbig was sued in december 2003 for sending mail messages that violated anti-spam laws. the lawsuit was brought by microsoft and new york attorney general eliot spitzer who alleged that mr richter and his accomplices sent billions of spam messages through 514 compromised net addresses in 35 countries. according to microsoft the messages were sent via net addresses owned by the kuwait ministries of communication and finance  several korean schools  the seoul municipal boramae hospital  and the virginia community college system. mr richter settled the attorney general case in july 2004 but the legal fight with microsoft is continuing. microsoft is seeking millions in dollars in damages from optinrealbig under anti-spam laws that impose penalties for every violation. in a statement announcing the desire to seek bankruptcy protection the company said it:  could not continue to contend with legal maneuvers (sic) by a number of companies across the country  including microsoft  and still run a viable business.  in its chapter 11 filing optinrealbig claimed it had assets of less than $10m (£5.29m) but debts of more than $50m which included the $46m that microsoft is seeking via its lawsuit.  the litigation has been a relentless distraction with which to contend   said steven richter  legal counsel for optinrealbig.  but  make no mistake  we do expect to prevail.  for its part optinrealbig describes itself as a premier internet marketing company and said the move to seek chapter 11 was necessary to let it keep trading while sorting out its legal battles.,tech,anti spam law bite spammer hard net self declare spam king seek bankruptcy protection scott richter man behind billion junk mail message say lawsuit force company chapter optinrealbig fight several legal battle notably microsoft push million dollar damage company say file chapter would help try resolve legal problem still keep trading list third big spammer world junk mail watchdog spamhaus optinrealbig sue december send mail message violate anti spam law lawsuit bring microsoft new york attorney general eliot spitzer allege mr richter accomplice send billion spam message compromise net address country accord microsoft message send via net address own kuwait ministry communication finance several korean school seoul municipal boramae hospital virginia community college system mr richter settle attorney general case july legal fight microsoft continue microsoft seek million dollar damage optinrealbig anti spam law impose penalty every violation statement announce desire seek bankruptcy protection company say could continue contend legal maneuver sic number company across country include microsoft still run viable business chapter filing optinrealbig claim asset less debt include microsoft seek via lawsuit litigation relentless distraction contend say steven richter legal counsel optinrealbig make mistake expect prevail part optinrealbig describe premier internet marketing company say move seek chapter necessary let keep trade sort legal battle
1377,ec calls truce in deficit battle the european commission (ec) has called a truce in its battle with france and germany over breaching deficit limits.  the move came after france and germany vowed to run their budget deficits below the eu cap in 2005 - for the first time in four years. but  the ec did warn the two were under close scrutiny and it would act if their fiscal situations deteriorated. under eu rules  member countries must keep their deficits below 3%. france and germany will breach that this year. it will be the third year in a row that the two countries have broken the european union s stability and growth pact rules.  the eurozone s two biggest economies left the pact in tatters in november 2003 when they persuaded fellow eu members to put the threat of penalties for deficit breaches on hold.  the commission then took the pair to the european court of human justice - which ruled eu countries could not put the pact  in abeyance   and confirmed the ec s right to launch  excessive debt procedures . after announcing its decision to erase france and germany from its list of deficit rule breakers  the eu said that the time lag created by the ruling meant that 2005 should be the target year for the pair to bring their budget s below 3%.  the commission concludes that the two countries appear to be on track to correct their excessive deficits by 2005   it said in a statement. the eu expects the german deficit to fall to fall to 2.9% of gdp next year from 3.9% this year  while france s is forecast to drop to 3% from an expected 3.7% this year. the forecasts are based on ec predictions of gdp growth of 1.5% in germany next year and 2.2% in france.  berlin welcomed the decision  with finance minister hans eichel saying it showed that the ec recognised germany s fiscal policy was  on the right track even amid very difficult economic conditions . however paris was more subdued  with finance minister herve gaymard telling parliament:  we must continue along this path of saving money.  however  the move still had its critics  with the european people s party (epp) attacking the ec for backing down from punitive action.  the commission is buckling under the pressure from germany and france    epp spokesman alexander radwan said.  the scary fact is that budget sinners  despite having repeatedly exceeded the 3% deficit limit  do not have to fear any sanctions.  despite the commission delivering its decision on the two biggest eurozone economies  it refused to comment on similar action against greece which has also broken the 3% deficit ceiling. monetary affairs commissioner joaquin almunia said that it was a matter for next week.,business,ec call truce deficit battle european commission ec call truce battle france germany breach deficit limit move come france germany vow run budget deficit eu cap first time four year ec warn two close scrutiny would act fiscal situation deteriorate eu rule member country must keep deficit france germany breach year third year row two country break european union stability growth pact rule eurozone two big economy leave pact tatter november persuade fellow eu member put threat penalty deficit breach hold commission take pair european court human justice rule eu country could put pact abeyance confirm ec right launch excessive debt procedure announce decision erase france germany list deficit rule breaker eu say time lag create ruling mean target year pair bring budget commission conclude two country appear track correct excessive deficit say statement eu expect german deficit fall fall gdp next year year france forecast drop expect year forecast base ec prediction gdp growth germany next year france berlin welcome decision finance minister hans eichel say show ec recognise germany fiscal policy right track even amid difficult economic condition however paris subdued finance minister herve gaymard tell parliament must continue along path save money however move still critic european people party epp attack ec back punitive action commission buckling pressure germany france epp spokesman alexander radwan say scary fact budget sinner despite repeatedly exceed deficit limit fear sanction despite commission deliver decision two big eurozone economy refuse comment similar action greece also break deficit ceiling monetary affair commissioner joaquin almunia say matter next week
1824,qantas considers offshore option australian airline qantas could transfer as many as 7 000 jobs out of its home country as it seeks to save costs  according to newspaper reports.  chief executive geoff dixon was quoted by the australian newspaper as saying the carrier could no longer afford to remain  all-australian . unions criticised the possible move - which may affect cabin and maintenance staff - saying qantas was profitable. more than 90% of the airline s staff are based in australia.  qantas confirmed it was looking at whether it might recruit and source products overseas - potentially through joint ventures - but said it would continue to create jobs in australia.  despite making a record australian dollars 648m ($492m) profit last year  qantas has argued that it needs to make considerable savings if it is to remain competitive.  we re going to have to get the lowest cost structure we can and that willmean sourcing things more and more from overseas   the newspaper quoted qantas chief executive geoff dixon as saying. early this year  qantas increased the number of flight attendants based in london from 370 to 870. if qantas were to follow the lead of other airlines moving staff  offshore  7 000 jobs could shift overseas  the newspaper reported. in a statement  qantas said it was looking to build its operations overseas. however  it stressed this would not result in large scale redundancies in its home market  where most of its 35 000 staff are employed.  we are totally committed to continuing to grow jobs in australia   mr dixon said.  we are  however  operating in a global market and there is no room for complacency simply because we are currently profitable and successful.   unions reacted angrily to the reported disclosure  arguing that qantas was profitable and did not need to take such action.  we could understand if qantas was a struggling airline about to go under   michael mijatov  international division secretary of the flight attendants association  told agence france presse.  qantas announced a record profit last year and is on course this year for an even greater profit so it is totally unnecessary.  in an effort to meet the challenge posed by low cost carriers  qantas sought a tie-up with air new zealand last year however  the deal was thrown out by the new zealand high court on competition grounds.,business,qanta consider offshore option australian airline qanta could transfer many job home country seek save cost accord newspaper report chief executive geoff dixon quote australian newspaper say carrier could long afford remain australian union criticise possible move may affect cabin maintenance staff say qanta profitable airline staff base australia qantas confirm look whether might recruit source product overseas potentially joint venture say would continue create job australia despite make record australian dollar profit last year qanta argue need make considerable saving remain competitive go get low cost structure willmean source thing overseas newspaper quote qanta chief executive geoff dixon say early year qanta increase number flight attendant base london qanta follow lead airline move staff offshore job could shift overseas newspaper report statement qanta say look build operation overseas however stress would result large scale redundancy home market staff employ totally committed continue grow job australia mr dixon say however operate global market room complacency simply currently profitable successful union react angrily report disclosure argue qanta profitable need take action could understand qanta struggle airline go michael mijatov international division secretary flight attendant association tell agence france presse qantas announce record profit last year course year even great profit totally unnecessary effort meet challenge pose low cost carrier qanta seek tie air new zealand last year however deal throw new zealand high court competition ground
831,chelsea hold arsenal a gripping game between arsenal and chelsea ended with the honours finishing even at highbury.  thierry henry produced a sublime strike to put arsenal ahead but john terry levelled with a powerful header. henry s quickly-taken free-kick put arsenal back in front but eidur gudjohnsen equalised with a header from william gallas  knockback. henry missed a golden chance when he blazed a shot high late on and arsenal also had a penalty appeal rejected. henry s opener had given arsenal the perfect start and set up an enthralling affair. the french striker headed a long cesc faregas ball back to jose antonio reyes from the edge of the chelsea area and immediately saw it headed back into his path from the spaniard. and  with his back to goal  henry finished with aplomb when he took one touch  turned and struck an angled strike past the despairing dive of keeper petr cech. henry epitomised a determination about the arsenal side but chelsea appeared unruffled and equalised after 16 minutes.  gunners keeper manuel almunia  who got the nod ahead of jens lehmann  did well to save a well-struck frank lampard shot. but he could not keep out terry s powered header from the resultant corner as arsenal s weakness at set-pieces was again exposed. almost immediately  henry went close and chelsea gathered the loose ball before going straight up the other end where gudjohnsen fluffed an effort. gudjohnsen did not make the same error minutes later when he struck a sweet shot only for almunia to be equal to the task and save. the homes side regained the lead in controversial fashion when robert pires won a dubious free-kick. and  given the option to take the 25-yard set-piece quickly  henry curled in a shot with cech still organising his wall.  this time arsenal did not allow chelsea to level so soon as they went into the break ahead. chelsea brought striker didier drogba on to partner gudjohnsen up front after the interval and the move reaped immediate reward. lampard swung in a cross which gallas knocked back across goal and a deft header from gudjohnsen levelled matters again. chelsea s main threat was coming from crosses and lampard missed a great opportunity as he headed wide when left unmarked at the far post. the second half failed to live up to the thrilling pace of the opening period but there were flashes of brilliance. one of them came from the enigmatic robben when he jinked his way through two arsenal defenders only to see his poked shot saved by almunia.  arsenal ended the match the stronger and worked a excellent chance for henry who put a left-foot shot high from eight yards. subtitute robin van persie could also have nicked a win for the highbury outfit but frustratingly sidefooted just wide. matthieu flamini had a late penal appeal waved away before the final whistle which maintained chelsea five-point premiership lead over arsenal.  almunia  lauren  toure  campbell  cole  pires  flamini  fabregas  reyes (clichy 82)  bergkamp (van persie 82)  henry. subs not used: senderos  hoyte  lehmann.  cole.  henry 2  29.  cech  paulo ferreira  ricardo carvalho (drogba 45)  terry  gallas  duff  tiago (bridge 45)  makelele  lampard  robben  gudjohnsen (parker 77). subs not used: kezman  cudicini.  robben  drogba  lampard.  terry 17  gudjohnsen 46.  38 153  g poll (hertfordshire).,sport,chelsea hold arsenal gripping game arsenal chelsea end honour finish even highbury thierry henry produce sublime strike put arsenal ahead john terry level powerful header henry quickly take free kick put arsenal back front eidur gudjohnsen equalise header william gallas knockback henry miss golden chance blaze shot high late arsenal also penalty appeal reject henry opener give arsenal perfect start set enthral affair french striker head long cesc faregas ball back jose antonio reye edge chelsea area immediately see head back path spaniard back goal henry finish aplomb take one touch turn strike angle strike past despairing dive keeper petr cech henry epitomise determination arsenal side chelsea appear unruffled equalised minute gunners keeper manuel almunia get nod ahead jens lehmann well save well strike frank lampard shot could keep terry power header resultant corner arsenal weakness set piece expose almost immediately henry go close chelsea gather loose ball go straight end gudjohnsen fluff effort gudjohnsen make error minute later strike sweet shot almunia equal task save home side regain lead controversial fashion robert pire dubious free kick give option take yard set piece quickly henry curl shot cech still organise wall time arsenal allow chelsea level soon go break ahead chelsea bring striker didier drogba partner gudjohnsen front interval move reap immediate reward lampard swing cross galla knock back across goal deft header gudjohnsen level matter chelsea main threat come crosse lampard miss great opportunity head wide leave unmarked far post second half fail live thrilling pace opening period flash brilliance one come enigmatic robben jinke way two arsenal defender see poked shot save almunia arsenal end match strong work excellent chance henry put left foot shot high eight yard subtitute robin van persie could also nick win highbury outfit frustratingly sidefoote wide matthieu flamini late penal appeal wave away final whistle maintain chelsea five point premiership lead arsenal almunia lauren toure campbell cole pire flamini fabregas reyes clichy bergkamp van persie henry sub use sendero hoyte lehmann cole henry cech paulo ferreira ricardo carvalho drogba terry gallas duff tiago bridge makelele lampard robben gudjohnsen parker sub use kezman cudicini robben drogba lampard terry gudjohnsen g poll hertfordshire
685,mido makes third apology ahmed  mido  hossam has made another apology to the egyptian people in an attempt to rejoin the national team.  the 21-year-old told a news conference in cairo on sunday that he is sorry for the problems that have led to his exclusion from the pharaohs since july last year. mido said:  there isn t much i have to say today  all there is to say is that i came specially from england to egypt to rejoin the national team and to apologise for all my mistakes.  mido was axed by former coach marco tardelli after failing to answer a national call-up  claiming he had a groin injury. but he then played in a friendly for his club as roma within 24 hours of a world cup qualifying match at home to cameroon last september. mido added:  it s not my right to give orders and say when i want to play ... at the same time i will always make sure that i put the national s team s matches as my top priority.  i feel that the national players are playing with a new spirit as i saw them play against belgium (egypt won 4-0 on wednesday) and i simply want to add to their success.  i do confess that i was rude to the egyptian press at times but now i have gained more experience and know that i will never go anywhere without the press s support.  many of the international stars like david beckham and (zinedine) zidane had the press opposing them.  so i m now used to the fact that the press can be against me at times and i don t have to overreact when this happens. meanwhile  egypt fa spokesman methat shalaby welcomed the apology and said no one had exerted pressure on mido to apologise.  mido s apology today does not negatively affect mido in anyway  on the contrary it makes him a bigger star and a role model for all football players   shalaby said. shalaby earlier said that after an apology mido would be available for the national side if coach hassan shehata chose him. mido joined tottenham in an 18-month loan deal near the end of the january transfer window  scoring twice on his debut against portsmouth.,sport,mido make third apology ahmed mido hossam make another apology egyptian people attempt rejoin national team year old tell news conference cairo sunday sorry problem lead exclusion pharaohs since july last year mido say much say today say come specially england egypt rejoin national team apologise mistake mido axe former coach marco tardelli fail answer national call claim groin injury play friendly club roma within hour world cup qualifying match home cameroon last september mido add right give order say want play time always make sure put national team match top priority feel national player play new spirit see play belgium egypt wednesday simply want add success confess rude egyptian press time gain experience know never go anywhere without press support many international star like david beckham zinedine zidane press oppose use fact press time overreact happen meanwhile egypt fa spokesman methat shalaby welcome apology say one exert pressure mido apologise mido apology today negatively affect mido anyway contrary make big star role model football player shalaby say shalaby early say apology mido would available national side coach hassan shehata choose mido join tottenham month loan deal near end january transfer window scoring twice debut portsmouth
1414,mourinho receives robson warning sir bobby robson has offered chelsea boss jose mourinho some advice on coping under pressure.  the pair worked together at barcelona and porto and robson had a word of warning for his protege.  it has all gone for him just lately and that is marvellous  but sometimes you have to have a bit of humility and learn how to lose   said robson.  it is when it goes against you and you get a bit of bad luck that you learn  and he ll get it straight.  robson was speaking after being formally granted the freedom of the city of newcastle.  jose is doing very well at the moment   robson added of the man who worked for him for six years.  he has got one pot - possibly two to follow - a big game against barcelona to come and i cannot see them losing their lead in the premiership.  they are in a good position and i would expect them to go on and win it  which is a wonderful achievement.   what has occurred over the last couple of weeks will stand him in very good stead for the future. if he is intelligent  he will take it on board - and he is very intelligent.  he will have learned more in the last fortnight than the last eight months. before that  it was all about winning.  robson also admitted he would relish the chance to get back into management and test his skills against mourinho.  i am not in a hurry to take the wrong job  but i am ready to take the right job and i feel there is another job in me   he added.  i know the area i am capable of working in and of course i would like a job in the premiership if one was available.  it would not worry me if i had to pit my wits against jose.  but it is not just a case of him and me against one another. it would be his team against my team - but i would not be afraid of that.,sport,mourinho receive robson warning sir bobby robson offer chelsea boss jose mourinho advice cope pressure pair work together barcelona porto robson word warning protege go lately marvellous sometimes bit humility learn lose say robson go get bit bad luck learn get straight robson speak formally grant freedom city newcastle jose well moment robson add man work six year get one pot possibly two follow big game barcelona come see lose lead premiership good position would expect go win wonderful achievement occur last couple week stand good stead future intelligent take board intelligent learn last fortnight last eight month win robson also admit would relish chance get back management test skill mourinho hurry take wrong job ready take right job feel another job add know area capable work course would like job premiership one available would worry pit wit jose case one another would team team would afraid
1815,disputed nirvana box set on sale a box set featuring 68 unreleased nirvana tracks has gone on sale in the us  after years of legal wrangles.  with the lights out was intended to be released in 2001  to mark the 10th anniversary of the album nevermind. it was blocked by courtney love  the widow of nirvana frontman kurt cobain  who did not want unreleased song you know you re right on the box set. the dispute between love and surviving band members krist novoselic and drummer dave grohl was settled in 2002. work began on the box set in 1998  but legal battles put the project on hold. the legal fight centred on a studio recording of the unreleased track you know you re right  regarded by fans as one of the unreleased gems of nirvana. the set  released on tuesday  features three cds and a dvd of rare performance and rehearsal footage. the dvd also includes the first performance of smells like teen spirit  the track that launched nirvana on to the international stage in 1991.  the band wasn t always pretty  or always in tune. this is not nirvana unplugged. it s nirvana unedited   said cobain biographer charles cross. the band s development ended tragically when songwriter kurt cobain committed suicide in april 1994.,entertainment,dispute nirvana box set sale box set feature unreleased nirvana track go sale us year legal wrangle light intend release mark anniversary album nevermind block courtney love widow nirvana frontman kurt cobain want unreleased song know right box set dispute love survive band member krist novoselic drummer dave grohl settle work begin box set legal battle put project hold legal fight centre studio recording unreleased track know right regard fan one unreleased gem nirvana set release tuesday feature three cd dvd rare performance rehearsal footage dvd also include first performance smell like teen spirit track launch nirvana international stage band always pretty always tune nirvana unplugged nirvana unedited say cobain biographer charles cross band development end tragically songwriter kurt cobain commit suicide april
1397,bellamy fined after row newcastle have fined their welsh striker craig bellamy two weeks  wages - about £80 000 - following his row with manager graeme souness.  but bellamy  25  has not been put on the transfer list  although he did not train with the first team on tuesday. magpies chairman freddy shepherd told the newcastle evening chronicle:  it is not about money. it is about a player thinking he is bigger than this club.  no individual is  be it the chairman  the manager or a player.  souness dropped bellamy for sunday s game against arsenal  claiming the welshman had feigned injury after being asked to play out of position.  when i heard what the manager was saying i was in shock   bellamy said.  i thought  not only has he gone behind my back  he s lying    he said in response to souness  remarks. and the wales international refused to apologise.  i won t apologise because i have done nothing wrong   he told the evening chronicle.  there s no doubt about it  i am out of here.  the difficult relationship between souness and bellamy boiled over at the weekend  and has led to a war of words in the media.  bellamy s claim that souness had lied about the background to the bust-up was strongly denied by shepherd  who accused the striker of  cheating  the club.  i wish to put the record straight regarding the bellamy situation   said shepherd.  craig walked off the training ground saying his hamstring was tight (on friday)  but what he failed to reveal was that he had told other members of the squad before training that he intended to feign injury.  when graeme discovered this he immediately ordered bellamy to attend a meeting in my office.  at that meeting bellamy admitted to graeme and i that he had told the players that he was going to  fake  an injury in training and walk off.  he also agreed at that meeting to apologise to his team-mates for his behaviour. he didn t do this which resulted in the action taken by the manager at the weekend  which i fully support.  in my book this is cheating on the club  the supporters  the manager and his own team-mates.  he is paid extremely well and i consider his behaviour to be totally unacceptable and totally unprofessional.   bellamy s latest outburst would appear to make his chances of a first-team recall remote. but even before newcastle said the player would not be sold  bellamy insisted he had no intention of handing in a transfer request.  i don t want the fans to think for one minute that i wouldn t play for this club   he said.  i d play anywhere for this club  even in goal.  it s a very difficult situation for me at the moment but i d never ask to leave this club.  this club means so much to me. i couldn t do it because i know i couldn t come back here and play against newcastle. it would hurt too much.,sport,bellamy fine row newcastle fine welsh striker craig bellamy two week wage follow row manager graeme souness bellamy put transfer list although train first team tuesday magpie chairman freddy shepherd tell newcastle evening chronicle money player think big club individual chairman manager player souness drop bellamy sunday game arsenal claim welshman feign injury ask play position hear manager say shock bellamy say think go behind back lie say response souness remark wale international refuse apologise apologise do nothing wrong tell evening chronicle doubt difficult relationship souness bellamy boil weekend lead war word medium bellamy claim souness lie background bust strongly deny shepherd accuse striker cheat club wish put record straight regard bellamy situation say shepherd craig walk training ground say hamstring tight friday fail reveal tell member squad train intend feign injury graeme discover immediately order bellamy attend meeting office meeting bellamy admit graeme tell player go fake injury training walk also agree meeting apologise team mate behaviour result action take manager weekend fully support book cheat club supporter manager team mate pay extremely well consider behaviour totally unacceptable totally unprofessional bellamy late outburst would appear make chance first team recall remote even newcastle say player would sell bellamy insist intention handing transfer request want fan think one minute play club say play anywhere club even goal difficult situation moment never ask leave club club mean much know come back play newcastle would hurt much
1818,baron kinnock makes lords debut former labour leader neil kinnock has officially been made a life peer during a ceremony in the house of lords.  he will be known baron kinnock of bedwellty - after his former constituency. lord kinnock - who led labour from 1983 until 1992 - was until recently one of britain s eu commissioners. a former critic of the house of lords  he has said he will use the upper house to advocate its reform and to talk on issues like higher education.  i accepted the kind invitation to enter the house of lords as a working peer for practical political reasons   he said when his peerage was first announced.  it is a good base for campaigning on national issues like education  sustainable transport  industrial change and the ageing society and global concerns  particularly poverty and oppression.  during his induction into the upper house  lord kinnock was accompanied by lords leader baroness amos and baroness royall of blaisdon  a former aide to the ex-labour leader. it has been a long journey for the new lord kinnock from his earliest days as a rebellious youngster in the south wales valleys. born in 1942 in tredegar to a miner father and nurse mother  he attended lewis boys  school in nearby pengam  known then as the  eton of the valleys . from there he went to cardiff university  where he met his future wife glenys  now a labour mep.  after a brief career as a tutor for the workers  educational association  he became an mp at the age of just 28 for his home seat of bedwellty (later islwyn). he gained a reputation as a left-wing firebrand  voting against his own labour government s spending cuts proposals in 1975  and later rejecting a junior post in james callaghan s administration. but he joined the shadow cabinet in 1980  and after labour s heavy defeat in the 1983 he was elected leader. he took on the far-left militant tendency and began the long process of returning his party to the centre ground. he was not expected to win the 1987 election  when margaret thatcher was still riding high  but was bitterly disappointed to lose the next one in 1992 to john major  and stepped down. he remained an mp until 1995  when he resigned to become european commission for transport. four years later he became vice-president of the european commission  with responsibility for internal reform. as he assumes the title of lord kinnock  he has also become chairman of the british council  which promotes the uk s reputation for arts  science and education.,politics,baron kinnock make lord debut former labour leader neil kinnock officially make life peer ceremony house lords know baron kinnock bedwellty former constituency lord kinnock lead labour recently one britain eu commissioner former critic house lord say use upper house advocate reform talk issue like high education accept kind invitation enter house lord work peer practical political reason say peerage first announce good base campaign national issue like education sustainable transport industrial change age society global concern particularly poverty oppression induction upper house lord kinnock accompany lord leader baroness amos baroness royall blaisdon former aide ex labour leader long journey new lord kinnock early day rebellious youngster south wale valley bear tredegar miner father nurse mother attend lewis boy school nearby pengam know eton valley go cardiff university meet future wife gleny labour mep brief career tutor worker educational association become mp age home seat bedwellty later islwyn gain reputation left wing firebrand voting labour government spending cut proposal later reject junior post james callaghan administration join shadow cabinet labour heavy defeat elect leader take far leave militant tendency begin long process return party centre ground expect win election margaret thatcher still ride high bitterly disappointed lose next one john major step remain mp resign become european commission transport four year later become vice president european commission responsibility internal reform assume title lord kinnock also become chairman british council promote uk reputation art science education
284,plan to give elderly care control elderly and disabled people would choose how their own budget for personal care was spent and organised under government plans.  ministers say elderly and disabled people themselves  not social workers  should be able to decide on their care and stay in their own homes. they also plan a supremo for adult services in each english area to get different agencies working together. but the government shunned opponents  calls for free long-term care.  there are 1.7m people needing care in england and ministers suggest the number could quadruple by 2050. monday s consultation paper on social care for adults in england is aimed at ending a system which generates dependency. health minister stephen ladyman said:  this document is the antithesis of the nanny state.   it s about taking power away from the state and giving it to individuals and saying that we will help you make these decisions but we are not going to make them for you any more.  the government has already allowed local councils to give people money so they can pay for their services directly but take-up of the scheme has been  disappointing .  ministers say the new plans would make direct payments simpler and try to counter reluctance in some local councils to use the payments. they also want to set up a new  half-way house  where social workers tell people how much money is available for their care and help them choose how to spend that  individual budget . the scheme will be funded on existing budgets set until 2008. but mr ladyman said the plans could deliver savings in some areas  such as freeing up nhs beds and preventing illnesses. he ruled out free personal care in england - which is on offer in scotland and wales  saying it was  unsustainable .  david rogers  from the local government association  said agencies were working together on the kind of innovation proposed by the government. and tony hunter  president of the association of directors of social services  said the plans could improve dignity and well-being for thousands of people. but age concern argued social care was chronically under-funded and older people were being offered choice in principle  but not in practice. its director general  gordon lishman  said:  direct payments will not work if there are no services for people to choose from locally.   the tories say people who pay for three years  long-term care directly or through insurance should be guaranteed free care for the rest of their lives. tory spokesman simon burns said more than 80 000 long term care places had been lost since 1997.  after eight years of persistent change  dogmatic enforcement of regulation  and overbearing government initiatives - we need action  not a vision   said mr burns. the lib dems say they would fund free personal care by a new 50% tax rate on incomes over £100 000. health spokesman paul burstow said:  promoting independence sounds good and helping people to live in their own homes is a goal we share.  but the risk is that independence can turn into isolation if the right support and care is not available.,politics,plan give elderly care control elderly disabled people would choose budget personal care spend organise government plan minister say elderly disabled people social worker able decide care stay home also plan supremo adult service english area get different agency work together government shun opponent call free long term care people need care england minister suggest number could quadruple monday consultation paper social care adult england aim end system generate dependency health minister stephen ladyman say document antithesis nanny state take power away state give individual say help make decision go make government already allow local council give people money pay service directly take scheme disappointing minister say new plan would make direct payment simple try counter reluctance local council use payment also want set new half way house social worker tell people much money available care help choose spend individual budget scheme fund exist budget set mr ladyman say plan could deliver saving area free nhs bed prevent illness rule free personal care england offer scotland wale say unsustainable david rogers local government association say agency work together kind innovation propose government tony hunter president association director social service say plan could improve dignity well thousand people age concern argue social care chronically fund old people offer choice principle practice director general gordon lishman say direct payment work service people choose locally tory say people pay three year long term care directly insurance guarantee free care rest life tory spokesman simon burns say long term care place lose since eight year persistent change dogmatic enforcement regulation overbear government initiative need action vision say mr burns lib dem say would fund free personal care new tax rate income health spokesman paul burstow say promote independence sound good help people live home goal share risk independence turn isolation right support care available
1664,robben sidelined with broken foot chelsea winger arjen robben has broken two metatarsal bones in his foot and will be out for at least six weeks.  robben had an mri scan on the injury  sustained during the premiership win at blackburn  on monday.  six weeks is the average time to heal this injury and then i need a few more weeks to be completely fit again   he told dutch newspaper algemeen dagblad.  i had a feeling it was serious but because of the swelling it was impossible to make a final diagnosis.  the 21-year-old missed the first three months of the season with a similar injury after a challenge with roma s olivier dacourt. and he added:  it felt different then last summer when i had the same injury on my other foot.  then i could walk already after three days but i stayed sidelined for a long period. i hope that it will now take me six to eight weeks.  chelsea physio mike banks was hopeful that robben could return at some point in march.  the fractures are tiny and he could be playing next month   banks told the club s website.  one is a chip on the side of his foot  the other is a small break on the third metatarsal.  but this is not the traditional metatarsal that has become so famous since the last world cup and which has kept scott parker out for two months.   david beckham suffered a broken metatarsal in the build up to the 2002 world cup in korea and japan. robben  who has been a key part of the blues  push for four trophies  claims he knew instantly something was wrong when he was felled by blackburn midfielder aaron mokoena.  i felt my leg go   he said.  i felt it straight away after mokoena hit me with a wild kick on my left foot.,sport,robben sideline broken foot chelsea winger arjen robben break two metatarsal bone foot least six week robben mri scan injury sustain premiership win blackburn monday six week average time heal injury need week completely fit tell dutch newspaper algemeen dagblad feeling serious swelling impossible make final diagnosis year old miss first three month season similar injury challenge roma olivi dacourt add feel different last summer injury foot could walk already three day stayed sideline long period hope take six eight week chelsea physio mike bank hopeful robben could return point march fracture tiny could play next month bank tell club website one chip side foot small break third metatarsal traditional metatarsal become famous since last world cup keep scott parker two month david beckham suffer broken metatarsal build world cup korea japan robben key part blue push four trophy claim know instantly something wrong fell blackburn midfielder aaron mokoena feel leg go say feel straight away mokoena hit wild kick left foot
